timestamp,symbol,price,volume
2024-01-15 09:50:00.000,AAPL,100.008424,10000
2024-01-15 09:50:01.123,AAPL,99.999431,10000
2024-01-15 09:50:02.246,AAPL,99.997402,10000
2024-01-15 09:50:03.369,AAPL,99.982420,10000
2024-01-15 09:50:04.492,AAPL,99.967238,10000
2024-01-15 09:50:05.615,AAPL,99.973652,10000
2024-01-15 09:50:06.738,AAPL,99.966663,10000
2024-01-15 09:50:07.861,AAPL,99.967026,10000
2024-01-15 09:50:08.984,AAPL,99.954480,10000
2024-01-15 09:50:09.107,AAPL,99.958108,10000
2024-01-15 09:50:10.230,AAPL,99.956397,10000
2024-01-15 09:50:11.353,AAPL,99.974929,10000
2024-01-15 09:50:12.476,AAPL,99.993221,10000
2024-01-15 09:50:13.599,AAPL,99.960106,10000
2024-01-15 09:50:14.722,AAPL,99.942119,10000
2024-01-15 09:50:15.845,AAPL,99.954847,10000
2024-01-15 09:50:16.968,AAPL,99.935920,10000
2024-01-15 09:50:17.091,AAPL,99.929608,10000
2024-01-15 09:50:18.214,AAPL,99.923841,10000
2024-01-15 09:50:19.337,AAPL,99.901341,10000
2024-01-15 09:50:20.460,AAPL,99.920950,10000
2024-01-15 09:50:21.583,AAPL,99.918071,10000
2024-01-15 09:50:22.706,AAPL,99.937483,10000
2024-01-15 09:50:23.829,AAPL,99.922667,10000
2024-01-15 09:50:24.952,AAPL,99.949481,10000
2024-01-15 09:50:25.075,AAPL,99.953785,10000
2024-01-15 09:50:26.198,AAPL,99.965572,10000
2024-01-15 09:50:27.321,AAPL,99.940906,10000
2024-01-15 09:50:28.444,AAPL,99.936410,10000
2024-01-15 09:50:29.567,AAPL,99.935699,10000
2024-01-15 09:50:30.690,AAPL,99.946769,10000
2024-01-15 09:50:31.813,AAPL,99.961971,10000
2024-01-15 09:50:32.936,AAPL,99.965910,10000
2024-01-15 09:50:33.059,AAPL,99.976730,10000
2024-01-15 09:50:34.182,AAPL,99.964156,10000
2024-01-15 09:50:35.305,AAPL,99.960141,10000
2024-01-15 09:50:36.428,AAPL,99.970563,10000
2024-01-15 09:50:37.551,AAPL,99.944848,10000
2024-01-15 09:50:38.674,AAPL,99.957658,10000
2024-01-15 09:50:39.797,AAPL,99.942405,10000
2024-01-15 09:50:40.920,AAPL,99.947842,10000
2024-01-15 09:50:41.043,AAPL,99.937799,10000
2024-01-15 09:50:42.166,AAPL,99.953499,10000
2024-01-15 09:50:43.289,AAPL,99.952522,10000
2024-01-15 09:50:44.412,AAPL,99.935729,10000
2024-01-15 09:50:45.535,AAPL,99.940590,10000
2024-01-15 09:50:46.658,AAPL,99.950523,10000
2024-01-15 09:50:47.781,AAPL,99.952741,10000
2024-01-15 09:50:48.904,AAPL,99.967323,10000
2024-01-15 09:50:49.027,AAPL,99.943359,10000
2024-01-15 09:50:50.150,AAPL,99.920515,10000
2024-01-15 09:50:51.273,AAPL,99.913742,10000
2024-01-15 09:50:52.396,AAPL,99.899674,10000
2024-01-15 09:50:53.519,AAPL,99.894325,10000
2024-01-15 09:50:54.642,AAPL,99.877689,10000
2024-01-15 09:50:55.765,AAPL,99.855666,10000
2024-01-15 09:50:56.888,AAPL,99.853163,10000
2024-01-15 09:50:57.011,AAPL,99.884911,10000
2024-01-15 09:50:58.134,AAPL,99.875609,10000
2024-01-15 09:50:59.257,AAPL,99.867724,10000
2024-01-15 09:51:00.380,AAPL,99.867277,10000
2024-01-15 09:51:01.503,AAPL,99.867024,10000
2024-01-15 09:51:02.626,AAPL,99.874490,10000
2024-01-15 09:51:03.749,AAPL,99.862113,10000
2024-01-15 09:51:04.872,AAPL,99.867742,10000
2024-01-15 09:51:05.995,AAPL,99.866691,10000
2024-01-15 09:51:06.118,AAPL,99.884088,10000
2024-01-15 09:51:07.241,AAPL,99.907492,10000
2024-01-15 09:51:08.364,AAPL,99.927606,10000
2024-01-15 09:51:09.487,AAPL,99.962867,10000
2024-01-15 09:51:10.610,AAPL,99.952754,10000
2024-01-15 09:51:11.733,AAPL,99.964644,10000
2024-01-15 09:51:12.856,AAPL,99.958281,10000
2024-01-15 09:51:13.979,AAPL,99.978181,10000
2024-01-15 09:51:14.102,AAPL,99.979504,10000
2024-01-15 09:51:15.225,AAPL,100.011108,10000
2024-01-15 09:51:16.348,AAPL,99.995557,10000
2024-01-15 09:51:17.471,AAPL,100.007294,10000
2024-01-15 09:51:18.594,AAPL,99.966937,10000
2024-01-15 09:51:19.717,AAPL,99.973930,10000
2024-01-15 09:51:20.840,AAPL,99.984995,10000
2024-01-15 09:51:21.963,AAPL,99.971309,10000
2024-01-15 09:51:22.086,AAPL,99.962773,10000
2024-01-15 09:51:23.209,AAPL,99.952553,10000
2024-01-15 09:51:24.332,AAPL,99.960747,10000
2024-01-15 09:51:25.455,AAPL,99.961774,10000
2024-01-15 09:51:26.578,AAPL,99.944379,10000
2024-01-15 09:51:27.701,AAPL,99.960140,10000
2024-01-15 09:51:28.824,AAPL,99.956436,10000
2024-01-15 09:51:29.947,AAPL,99.971477,10000
2024-01-15 09:51:30.070,AAPL,99.989495,10000
2024-01-15 09:51:31.193,AAPL,100.000167,10000
2024-01-15 09:51:32.316,AAPL,99.982290,10000
2024-01-15 09:51:33.439,AAPL,99.966190,10000
2024-01-15 09:51:34.562,AAPL,99.959928,10000
2024-01-15 09:51:35.685,AAPL,99.959848,10000
2024-01-15 09:51:36.808,AAPL,99.975507,10000
2024-01-15 09:51:37.931,AAPL,99.989677,10000
2024-01-15 09:51:38.054,AAPL,99.992079,10000
2024-01-15 09:51:39.177,AAPL,100.029236,10000
2024-01-15 09:51:40.300,AAPL,100.035994,10000
2024-01-15 09:51:41.423,AAPL,100.035807,10000
2024-01-15 09:51:42.546,AAPL,100.013844,10000
2024-01-15 09:51:43.669,AAPL,100.035101,10000
2024-01-15 09:51:44.792,AAPL,100.009424,10000
2024-01-15 09:51:45.915,AAPL,100.009347,10000
2024-01-15 09:51:46.038,AAPL,100.005373,10000
2024-01-15 09:51:47.161,AAPL,99.976232,10000
2024-01-15 09:51:48.284,AAPL,99.981813,10000
2024-01-15 09:51:49.407,AAPL,99.979728,10000
2024-01-15 09:51:50.530,AAPL,99.969976,10000
2024-01-15 09:51:51.653,AAPL,99.954464,10000
2024-01-15 09:51:52.776,AAPL,99.927976,10000
2024-01-15 09:51:53.899,AAPL,99.906071,10000
2024-01-15 09:51:54.022,AAPL,99.928763,10000
2024-01-15 09:51:55.145,AAPL,99.910021,10000
2024-01-15 09:51:56.268,AAPL,99.902685,10000
2024-01-15 09:51:57.391,AAPL,99.917100,10000
2024-01-15 09:51:58.514,AAPL,99.924738,10000
2024-01-15 09:51:59.637,AAPL,99.895316,10000
2024-01-15 09:52:00.760,AAPL,99.898505,5298
2024-01-15 09:52:01.883,AAPL,99.886540,10000
2024-01-15 09:52:02.006,AAPL,99.884454,10000
2024-01-15 09:52:03.129,AAPL,99.875380,10000
2024-01-15 09:52:04.252,AAPL,99.908036,10000
2024-01-15 09:52:05.375,AAPL,99.882558,10000
2024-01-15 09:52:06.498,AAPL,99.884858,10000
2024-01-15 09:52:07.621,AAPL,99.887304,10000
2024-01-15 09:52:08.744,AAPL,99.856614,10000
2024-01-15 09:52:09.867,AAPL,99.862398,10000
2024-01-15 09:52:10.990,AAPL,99.859930,10000
2024-01-15 09:52:11.113,AAPL,99.879686,10000
2024-01-15 09:52:12.236,AAPL,99.886579,10000
2024-01-15 09:52:13.359,AAPL,99.874084,10000
2024-01-15 09:52:14.482,AAPL,99.841597,10000
2024-01-15 09:52:15.605,AAPL,99.820258,10000
2024-01-15 09:52:16.728,AAPL,99.809208,10000
2024-01-15 09:52:17.851,AAPL,99.838268,10000
2024-01-15 09:52:18.974,AAPL,99.832670,10000
2024-01-15 09:52:19.097,AAPL,99.807403,10000
2024-01-15 09:52:20.220,AAPL,99.816830,10000
2024-01-15 09:52:21.343,AAPL,99.819829,10000
2024-01-15 09:52:22.466,AAPL,99.812277,10000
2024-01-15 09:52:23.589,AAPL,99.839285,10000
2024-01-15 09:52:24.712,AAPL,99.834987,10000
2024-01-15 09:52:25.835,AAPL,99.823893,10000
2024-01-15 09:52:26.958,AAPL,99.841788,10000
2024-01-15 09:52:27.081,AAPL,99.832826,10000
2024-01-15 09:52:28.204,AAPL,99.841386,10000
2024-01-15 09:52:29.327,AAPL,99.836093,10000
2024-01-15 09:52:30.450,AAPL,99.837466,10000
2024-01-15 09:52:31.573,AAPL,99.889481,10000
2024-01-15 09:52:32.696,AAPL,99.904603,10000
2024-01-15 09:52:33.819,AAPL,99.910220,10000
2024-01-15 09:52:34.942,AAPL,99.913556,10000
2024-01-15 09:52:35.065,AAPL,99.896667,10000
2024-01-15 09:52:36.188,AAPL,99.903963,10000
2024-01-15 09:52:37.311,AAPL,99.922529,10000
2024-01-15 09:52:38.434,AAPL,99.911109,10000
2024-01-15 09:52:39.557,AAPL,99.896691,10000
2024-01-15 09:52:40.680,AAPL,99.914927,10000
2024-01-15 09:52:41.803,AAPL,99.889722,10000
2024-01-15 09:52:42.926,AAPL,99.910652,10000
2024-01-15 09:52:43.049,AAPL,99.892285,10000
2024-01-15 09:52:44.172,AAPL,99.913942,10000
2024-01-15 09:52:45.295,AAPL,99.896913,10000
2024-01-15 09:52:46.418,AAPL,99.895628,10000
2024-01-15 09:52:47.541,AAPL,99.902953,10000
2024-01-15 09:52:48.664,AAPL,99.930517,10000
2024-01-15 09:52:49.787,AAPL,99.961069,10000
2024-01-15 09:52:50.910,AAPL,99.936119,10000
2024-01-15 09:52:51.033,AAPL,99.944157,10000
2024-01-15 09:52:52.156,AAPL,99.926009,10000
2024-01-15 09:52:53.279,AAPL,99.938494,10000
2024-01-15 09:52:54.402,AAPL,99.901684,10000
2024-01-15 09:52:55.525,AAPL,99.912017,10000
2024-01-15 09:52:56.648,AAPL,99.907146,10000
2024-01-15 09:52:57.771,AAPL,99.897519,10000
2024-01-15 09:52:58.894,AAPL,99.913586,10000
2024-01-15 09:52:59.017,AAPL,99.906870,10000
2024-01-15 09:53:00.140,AAPL,99.851957,10000
2024-01-15 09:53:01.263,AAPL,99.830054,10000
2024-01-15 09:53:02.386,AAPL,99.865027,10000
2024-01-15 09:53:03.509,AAPL,99.883366,10000
2024-01-15 09:53:04.632,AAPL,99.887436,10000
2024-01-15 09:53:05.755,AAPL,99.881844,10000
2024-01-15 09:53:06.878,AAPL,99.909195,10000
2024-01-15 09:53:07.001,AAPL,99.914493,10000
2024-01-15 09:53:08.124,AAPL,99.922594,10000
2024-01-15 09:53:09.247,AAPL,99.937113,10000
2024-01-15 09:53:10.370,AAPL,99.930849,10000
2024-01-15 09:53:11.493,AAPL,99.907343,10000
2024-01-15 09:53:12.616,AAPL,99.888141,10000
2024-01-15 09:53:13.739,AAPL,99.888865,10000
2024-01-15 09:53:14.862,AAPL,99.885809,10000
2024-01-15 09:53:15.985,AAPL,99.890541,10000
2024-01-15 09:53:16.108,AAPL,99.920923,10000
2024-01-15 09:53:17.231,AAPL,99.918247,10000
2024-01-15 09:53:18.354,AAPL,99.899111,10000
2024-01-15 09:53:19.477,AAPL,99.886186,10000
2024-01-15 09:53:20.600,AAPL,99.854931,10000
2024-01-15 09:53:21.723,AAPL,99.878495,10000
